MONTH,TOTAL_ENCOUNTERS,AVERAGE_DURATION_MINUTES,EMERGENCY_ENCOUNTERS,INPATIENT_ENCOUNTERS,QUALITY_REVIEW_RECORDS
2011-06,57,768.67,0,3,0
2011-07,56,427.62,0,3,0
2011-08,57,631.98,1,4,0
2011-09,54,252.1,0,3,0
2011-10,48,388.72,2,2,0
2011-11,44,1492.79,1,2,0
2011-12,71,328.35,3,3,0
2012-01,70,2595.08,2,3,0
2012-02,62,287.35,1,3,1
2012-03,55,1202.02,1,4,0
2012-04,54,329.97,1,2,0
2012-05,64,1032.02,2,4,1
2012-06,49,244.03,1,1,0
2012-07,53,203.43,1,1,0
2012-08,60,758.51,1,3,0
2012-09,53,504.2,5,3,0
2012-10,52,583.86,2,1,1
2012-11,61,1133.71,2,2,0
2012-12,59,289.93,2,2,0
2013-01,49,1100.7,1,3,0
2013-02,39,771.99,1,3,0
2013-03,58,478.86,1,1,0
2013-04,49,1058.51,2,3,0
2013-05,57,364.34,1,4,0
2013-06,71,719.69,0,2,0
2013-07,61,398.91,1,2,0
2013-08,74,174.54,2,1,0
2013-09,58,391.16,0,2,0
2013-10,65,196.5,2,1,0
2013-11,53,609.34,0,2,0
2013-12,82,629.76,1,5,0
2014-01,87,401.43,2,3,0
2014-02,304,209.67,3,1,0
2014-03,130,106.67,2,2,0
2014-04,81,58.74,2,0,0
2014-05,69,167.11,1,1,0
2014-06,64,192.58,0,1,0
2014-07,75,1856.37,3,4,1
2014-08,80,278.44,1,3,0
2014-09,61,1066.27,1,1,0
2014-10,65,248.82,3,1,0
2014-11,62,333.74,0,2,0
2014-12,65,272.03,1,3,0
2015-01,74,470.15,3,4,1
2015-02,79,220.93,3,2,1
2015-03,66,381.93,2,2,0
2015-04,67,3384.47,0,3,0
2015-05,85,197.19,3,2,0
2015-06,66,364.52,2,2,0
2015-07,66,138.54,2,1,0
2015-08,77,637.98,0,3,0
2015-09,64,812.32,1,2,0
2015-10,95,233.97,0,2,0
2015-11,70,369.96,0,3,0
2015-12,97,510.4,3,5,1
2016-01,96,257.13,2,3,0
2016-02,136,298.97,3,2,0
2016-03,140,196.25,2,4,0
2016-04,123,127.27,2,1,0
2016-05,120,197.65,4,3,0
2016-06,118,175.6,1,2,0
2016-07,124,210.0,0,3,0
2016-08,154,454.69,4,3,0
2016-09,173,348.09,8,3,0
2016-10,310,178.0,12,2,0
2016-11,313,404.88,11,2,0
2016-12,338,277.85,14,3,1
2017-01,364,244.15,14,3,0
2017-02,323,271.32,14,3,1
2017-03,373,128.32,13,5,0
2017-04,382,355.42,11,2,0
2017-05,354,231.12,18,4,0
2017-06,343,104.85,12,2,0
2017-07,349,512.87,20,4,1
2017-08,362,224.53,11,4,0
2017-09,355,512.29,13,2,0
2017-10,337,138.26,8,4,0
2017-11,321,281.37,6,5,0
2017-12,322,250.46,18,3,0
2018-01,376,275.58,16,6,0
2018-02,324,526.8,15,4,1
2018-03,405,229.51,11,6,1
2018-04,314,725.27,17,3,0
2018-05,363,424.39,10,4,0
2018-06,364,193.91,13,3,1
2018-07,337,170.59,10,7,1
2018-08,346,275.37,7,3,0
2018-09,368,131.18,18,2,1
2018-10,322,219.26,10,4,0
2018-11,342,239.0,12,4,1
2018-12,331,260.94,15,4,0
2019-01,367,443.58,10,4,0
2019-02,316,632.53,12,3,1
2019-03,394,213.49,11,4,1
2019-04,325,304.77,15,2,0
2019-05,353,218.88,7,6,0
2019-06,346,189.75,9,5,1
2019-07,369,542.15,13,5,0
2019-08,371,213.49,16,8,1
2019-09,372,577.37,13,6,1
2019-10,361,526.0,16,6,0
2019-11,367,810.04,13,3,1
2019-12,381,256.18,14,3,0
2020-01,400,197.85,15,0,0
2020-02,385,253.95,15,6,0
2020-03,454,190.51,16,4,0
2020-04,388,400.54,18,4,0
2020-05,407,295.8,13,3,0
2020-06,423,550.22,15,5,2
2020-07,448,275.71,11,7,0
2020-08,449,305.42,15,11,0
2020-09,404,584.17,14,3,1
2020-10,371,639.72,15,9,0
2020-11,382,535.46,17,10,2
2020-12,379,264.72,11,6,0
2021-01,464,322.55,9,8,1
2021-02,497,403.27,4,8,0
2021-03,620,315.3,10,4,0
2021-04,653,276.97,14,5,1
2021-05,579,465.04,12,4,0
2021-06,503,112.54,16,4,0
2021-07,482,134.34,15,2,0
2021-08,499,298.47,14,9,0
2021-09,451,211.71,12,8,1
2021-10,420,140.49,14,2,0
2021-11,462,204.05,17,5,1
2021-12,387,111.42,13,3,0
2022-01,345,288.77,10,2,1
2022-02,359,546.05,18,4,0
2022-03,405,316.28,15,5,0
2022-04,413,152.47,18,2,2
2022-05,384,102.41,11,1,0
2022-06,415,426.92,9,3,0
2022-07,443,308.06,18,4,0
2022-08,373,506.25,18,5,0
2022-09,365,275.33,12,4,0
2022-10,364,256.49,12,3,0
2022-11,354,264.78,10,3,1
2022-12,384,179.68,13,4,0
2023-01,424,200.85,9,2,0
2023-02,378,181.75,12,3,1
2023-03,339,569.89,9,4,1
2023-04,441,165.67,16,3,1
2023-05,411,227.69,14,5,0
2023-06,414,223.14,17,9,0
2023-07,445,388.64,21,7,0
2023-08,384,599.39,8,8,0
2023-09,379,148.03,14,3,0
2023-10,393,137.24,14,3,0
2023-11,336,238.82,13,3,1
2023-12,407,405.5,13,6,0
2024-01,373,259.54,9,7,0
2024-02,389,234.98,12,2,1
2024-03,397,170.96,12,4,0
2024-04,425,206.4,6,8,0
2024-05,405,556.11,8,5,0
2024-06,401,357.27,11,4,0
2024-07,409,289.86,11,6,0
2024-08,391,155.68,12,3,0
2024-09,365,169.22,9,5,0
2024-10,354,234.94,13,3,0
2024-11,347,615.97,17,4,1
2024-12,377,413.25,7,2,0
2025-01,375,353.64,11,1,0
2025-02,370,540.81,17,2,0
2025-03,408,555.77,19,2,0
2025-04,393,322.33,13,0,0
2025-05,390,219.76,10,4,1
2025-06,358,256.49,12,6,0
2025-07,391,611.68,14,3,0
2025-08,396,111.24,16,2,0
2025-09,375,488.48,19,2,0
2025-10,385,506.03,15,5,0
2025-11,327,608.08,11,8,0
2025-12,346,199.61,11,6,0
2026-01,330,248.52,15,1,1
2026-02,348,216.48,11,4,0
2026-03,372,278.63,11,5,0
2026-04,381,192.93,14,2,1
2026-05,399,204.07,21,5,0
2026-06,338,502.76,10,6,1
2026-07,345,211.25,17,8,0
2026-08,363,349.51,10,4,0
2026-09,200,289.76,7,3,0
